StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q104,Q2,Q3,Q4,Q6,Q8,Q10,Q9,Q105,Q12,Q12_1_TEXT,Q12_2_TEXT,Q12_3_TEXT,Q12_4_TEXT,Q12_5_TEXT,Q12_6_TEXT,Q12_7_TEXT,Q16,Q17,Q19,Q18,Q20_1,Q34,Q35,Q26,Q27,Q28,Q28_1_TEXT,Q28_2_TEXT,Q28_3_TEXT,Q28_4_TEXT,Q28_5_TEXT,Q28_6_TEXT,Q28_7_TEXT,Q29,Q36_1,Q37,Q107,Q109,Q31,Q28,Q29TITOYW,Q29_20_TEXT,Q30,Q31,Q32,Q34,Q34_20_TEXT,Q35,Q36,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q44_1_TEXT,Q45,Q45_1_TEXT,Q49,Q49_1_TEXT,Q46,Q46_1_TEXT,Q47,Q50,Q51,Q97_4,Q98,Q52,Q99_4,Q100,Q53,Q101_4,Q102,Q54,Q55,Q56,Q57,Q58_1,Q59,Q59_4_TEXT,Q60,Q61,Q62_1,Q63,Q63_4_TEXT,Q64_1,Q65,Q66,Q66_9_TEXT,Q68,Q69,Q71,Q73_1,Q74,Q76,Q75,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90_1,Q90_2,Q91_1,Q106,Q92,Q92_10_TEXT,Q93,Q28_3_TEXT - Parent Topics,Q28_3_TEXT - Sentiment Polarity,Q28_3_TEXT - Sentiment Score,Q28_3_TEXT - Sentiment,Q28_3_TEXT - Topic Sentiment Label,Q28_3_TEXT - Topic Sentiment Score,Q28_3_TEXT - Topics
4/7/2020 11:50,4/7/2020 12:27,IP Address,73.60.129.95,22,2174,FALSE,4/14/2020 12:27,R_2YtdxhKFhucrNy5,,,,,,,anonymous,EN,Yes,moderately happy,much happier,6-,3-,No,No,Yes,20,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?",0,10,10,0,0,0,,,No,,,0,6-May,"Salem Latino Leadership Coalition, Kids in Need of Defense, Salem COVID-19 response, MGH Asylum Clinic",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 12:03,4/7/2020 12:40,IP Address,47.206.117.103,73,2233,FALSE,4/14/2020 12:40,R_OPVheF3uRqiUtaN,,,,,,,anonymous,EN,Yes,slightly happy,slightly happier,4- neutral,2-,,,Yes,12,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",12,0,0,0,0,0,0,,No,,,,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes (please specify),Krio (Sierra Leone),Yes (please specify),Instilled flexibility and an ability to find common goals even with uncommon values or expectations,Yes (please specify),Exposed me to more approaches ,Yes (please specify),It forced me to find assets that I never would have considered to be assets and rely on new ways of thinking about solutions.,,Yes,Yes,100,No,Yes,100,No,Yes,100,No,Yes,High confidence,Both,No,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 12:40,4/7/2020 12:41,IP Address,73.69.52.243,11,44,FALSE,4/14/2020 12:41,R_2Tz6isKS0t4vpOU,,,,,,,anonymous,EN,Yes,about average,about the same,2-,5-,No ,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 12:42,4/7/2020 12:47,IP Address,174.192.20.78,30,257,FALSE,4/14/2020 12:47,R_31uRiJK7lOkZyQm,,,,,,,anonymous,EN,Yes,a very happy person,much happier,7- a great deal,2-,,,Yes,167,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Other form of public service?",,Food bank,,,,,Americorps VISTA at a rural communuty health center,,Yes,Paid,Federal Government,0,4-Feb,Food bank,Yes,6,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,Food bank,,,,,,,,Was never employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 12:51,4/7/2020 12:54,IP Address,172.58.207.10,2,185,FALSE,4/14/2020 12:54,R_SHK55dPKjxTJHxv,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 13:08,4/7/2020 13:08,IP Address,65.96.103.69,2,31,FALSE,4/14/2020 13:08,R_1HjetEriaRtYeG3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 13:33,4/7/2020 13:35,IP Address,71.232.177.242,14,121,FALSE,4/14/2020 13:35,R_25QJqcT3BJQgsxr,,,,,,,anonymous,EN,Yes,a very happy person,moderately happier,6-,1- not at all,,,Yes,12,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 13:18,4/7/2020 13:43,IP Address,68.162.214.138,22,1489,FALSE,4/14/2020 13:43,R_3ezDJYxWH75vyGO,,,,,,,anonymous,EN,Yes,moderately happy,slightly happier,6-,2-,,,Yes,165,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",0,0,0,0,5,0,40,my job at the MA Department of Youth Services,Yes,Paid,State Government,5,6-May,"academic mentoring of inmates in MA prison, support for immigrant sanctuary project, informational interviews for newly sober folks seeking jobs, anti-racist organizing with the unitarians- community education film nights, etc., food prep at a meal site... etc ",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 13:53,4/7/2020 14:22,IP Address,170.97.67.112,2,1774,FALSE,4/14/2020 14:22,R_1JEeTKfp4X5QfNr,,,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 14:23,4/7/2020 14:24,IP Address,209.107.190.37,2,31,FALSE,4/14/2020 14:24,R_2akIUTIg8kZ8dSW,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 14:29,4/7/2020 14:30,IP Address,24.91.153.36,2,12,FALSE,4/14/2020 14:30,R_24qhLJSqxYth42n,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 15:24,4/7/2020 15:26,IP Address,209.6.42.178,56,123,FALSE,4/14/2020 15:26,R_3s065xbqvca9Gmv,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 16:02,4/7/2020 16:04,IP Address,66.30.118.136,11,86,FALSE,4/14/2020 16:04,R_2sbiaeM9ne7thaI,,,,,,,anonymous,EN,Yes,moderately happy,slightly happier,5-,3-,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 16:29,4/7/2020 16:30,IP Address,73.100.243.63,2,9,FALSE,4/14/2020 16:30,R_1jDKVLaxSwSN6ys,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 17:32,4/7/2020 17:33,IP Address,73.163.190.181,2,13,FALSE,4/14/2020 17:33,R_2ypkFH6Xeck0WCW,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 17:37,4/7/2020 17:37,IP Address,151.198.32.168,2,24,FALSE,4/14/2020 17:37,R_uesWsoANiDR0nnj,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 17:39,4/7/2020 17:39,IP Address,104.231.36.224,2,6,FALSE,4/14/2020 17:39,R_31h30H59GURAX36,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 17:36,4/7/2020 17:41,IP Address,108.20.173.140,30,263,FALSE,4/14/2020 17:41,R_1nTSChsT806av22,,,,,,,anonymous,EN,Yes,moderately happy,slightly happier,7- a great deal,2-,Identity and economic status are important factors to take into consideration. ,,Yes,Over 40 hours ,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",0,0,0,0,0,0,"Big brother big sister, volunteer with local youth activities ",,No,,,0,0,I am unable to do volunteer work due to covid. Prior to covid I was doing approx. 2 hours a week. ,Yes,9-Mar,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,9,,,,,,,0,Was never employed,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 12:05,4/7/2020 18:13,IP Address,173.166.4.141,30,22035,FALSE,4/14/2020 18:13,R_3qCkB6TrJuYKfJw,,,,,,,anonymous,EN,Yes,moderately happy,much happier,6-,3-,I feel very blessed to be living the life I am living. ,Was raised by a single mother of 5 and I am slowly working my way to financial stability and a life I have always dreamed of. ,Yes,40,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?",5,25,,,,,,,Yes,Paid,State Government,,6-May,"Mentoring youth, working with women in the community. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 18:08,4/7/2020 18:18,IP Address,142.79.204.89,30,607,FALSE,4/14/2020 18:18,R_Dw1wtVtMVF4Capb,,,,,,,anonymous,EN,Yes,moderately happy,moderately happier,6-,2-,,,Yes,40,"Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?",,,,,40,,,,No,,,,4-Feb,Food preparation with community servings and various volunteer roles with combined Jewish philanthropy ,Yes,15,Religious Organizations,15,,,,,,,,19,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020 19:08,4/7/2020 19:10,IP Address,174.196.207.55,17,106,FALSE,4/14/2020 19:10,R_1Pd9BRBqm4cWJLo,,,,,,,anonymous,EN,Yes,moderately happy,about the same,5-,2-,,,Yes,10,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,10,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 4:37,4/8/2020 4:42,IP Address,71.168.82.218,64,317,FALSE,4/15/2020 4:43,R_3D0CQ30ihOGlre4,,,,,,,anonymous,EN,No,moderately happy,about the same,5-,3-,,,Yes,,,,,,,,,,,No,,,,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Yes (please specify),Bemba,Yes (please specify),,Yes (please specify),,Yes (please specify),,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 6:14,4/8/2020 6:15,IP Address,71.184.214.20,2,17,FALSE,4/15/2020 6:15,R_1eQclu0gcLtsPw6,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 6:15,4/8/2020 6:15,IP Address,209.6.141.193,2,32,FALSE,4/15/2020 6:16,R_2S5ZiuXi225rRil,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 7:40,4/8/2020 7:50,IP Address,76.119.192.174,30,642,FALSE,4/15/2020 7:51,R_26avKahIbhnzNiU,,,,,,,anonymous,EN,Yes,slightly happy,moderately happier,6-,1- not at all,,,Yes,10-May,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?",4,2,0,0,0,0,,,No,,,,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 8:26,4/8/2020 8:26,IP Address,172.58.219.105,2,16,FALSE,4/15/2020 8:27,R_3efzIf4ac0xSvD2,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 6:07,4/10/2020 6:10,IP Address,73.1.165.212,11,224,FALSE,4/17/2020 6:10,R_2B4CBWYagex9jsY,,,,,,,anonymous,EN,Yes,a very happy person,much happier,5-,1- not at all,,Being with positive people and having a long loving relationship is important. ,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 6:47,4/10/2020 6:50,IP Address,24.61.153.73,11,207,FALSE,4/17/2020 6:50,R_sRSkCik9fWtiYlH,,,,,,,anonymous,EN,No,moderately happy,about the same,5-,3-,,"Not presently living in Mass, but spent much of my career there.",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 6:49,4/10/2020 6:52,IP Address,65.175.171.109,30,162,FALSE,4/17/2020 6:52,R_1GI9m7jGjreAlqs,,,,,,,anonymous,EN,No,moderately happy,slightly happier,6-,2-,,,No,,,,,,,,,,,No,,,2,2-Jan,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 7:50,4/10/2020 7:54,IP Address,73.142.147.221,11,238,FALSE,4/17/2020 7:55,R_DBvd5IMIemANX4l,,,,,,,anonymous,EN,No,a very happy person,much happier,7- a great deal,1- not at all,My Christian Faith keeps me strong and compassionate,I became a Christian at the end of my PCV service in Honduras and married my coworker 45 years ago.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 7:50,4/10/2020 7:55,IP Address,76.23.208.88,2,331,FALSE,4/17/2020 7:56,R_2tRdsInaMqcDHix,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 7:56,4/10/2020 7:59,IP Address,73.142.147.221,11,148,FALSE,4/17/2020 7:59,R_3n7qkSj0TgQAf22,,,,,,,anonymous,EN,No,a very happy person,moderately happier,7- a great deal,1- not at all,My Christian Faith,I became a Christian at the end of PCV service in Honduras married my coworker 45 years ago,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 10:20,4/10/2020 8:46,IP Address,50.247.217.110,21,167161,FALSE,4/17/2020 8:47,R_2xMjmI6QMds7KPb,,,,,,,anonymous,EN,Yes,moderately happy,slightly happier,5-,2-,,,Yes,,,,,,,,,,"This was 20 years ago, I have no  idea.",No,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 9:39,4/10/2020 9:39,IP Address,73.142.147.221,2,4,FALSE,4/17/2020 9:39,R_2b0H1SZqQQWGknq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 12:23,4/10/2020 12:35,IP Address,65.96.196.167,22,742,FALSE,4/17/2020 12:36,R_2ONf2x10sT9uYG8,,,,,,,anonymous,EN,Yes,moderately happy,slightly happier,6-,6-,Now a senior citizen,NA,No,,,,,,,,,,,No,,,10,8+,Teach English to immigrants in TESOL program.  Volunteer one day each week maintaing two islands and their lighthouses. I am a volunteer fish counter for NOAA and harbormaster 2 months each year.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 15:10,4/10/2020 15:11,IP Address,198.71.6.43,2,37,FALSE,4/17/2020 15:11,R_AFCHNGZ8Rdy8Jdn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 15:12,4/10/2020 15:14,IP Address,108.7.207.20,21,124,FALSE,4/17/2020 15:14,R_3IXickrv56x9JhO,,,,,,,anonymous,EN,Yes,moderately happy,about the same,1- not at all,1- not at all,,,No,,,,,,,,,,,No,,,10,4-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 15:34,4/10/2020 15:46,IP Address,66.177.214.53,17,719,FALSE,4/17/2020 15:46,R_2CwSA94oU2doauk,,,,,,,anonymous,EN,Yes,a very happy person,about the same,6-,2-,"Happiness is not solely innate.  Some people have depressive personalities, but one consciously chooses an attitude toward life.","Prior to 1992, I often had moments of unhappiness/anger.  In October of that year, my then partner (now husband) and I moved into a new house we just built.  Soon after that I evaluated my life.  I just moved into a new house.  I had a long-term loving relationship with my life partner.  I had a satisfying job.  I realized I had nothing to be unhappy about, so I told myself to stop.  Life has been a lot brighter since then.",Yes,,,,,,,,,,,Yes,Paid,Local Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020 8:17,4/11/2020 8:22,IP Address,174.254.67.134,22,258,FALSE,4/18/2020 8:22,R_25NqAqt6M9wELNC,,,,,,,anonymous,EN,Yes,slightly happy,about the same,6-,2-,The struggle is to make time and have the effort to do so,,No,,,,,,,,,,,No,,,,2-Jan,"Tree committe, codirect Reservoir committee, online work",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020 20:15,4/11/2020 20:24,IP Address,71.184.69.236,30,520,FALSE,4/18/2020 20:24,R_22V6CwpstwMqmYN,,,,,,,anonymous,EN,Yes,a very happy person,moderately happier,7- a great deal,1- not at all,,,Yes,30,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?",0,10,,15,5,,,,No,,,10,8+,"Racial justice groups, Friends of library support, programs for seniors, neighborhood support groups, Peace Corps third goal, programs for women",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020 7:52,4/21/2020 7:59,IP Address,73.167.61.212,100,427,TRUE,4/21/2020 7:59,R_30dcKWxyqB3QEvp,,,,,42.36489868,-71.09870148,anonymous,EN,,moderately happy,slightly happier,4- neutral,3-,,,Yes,10,"Religious organizations,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,International organizations?",2,,,,,8,,,No,,,,2-Jan,,No,,,,,,,,,,,,,,,,,,,,,,,,,1,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Yes (please specify),Romanian ,Yes (please specify),,Yes (please specify),,Yes (please specify),,,Yes,Yes,2,Prefer to not respond,Yes,2,Prefer to not respond,Yes,2,Prefer to not respond,Yes,High confidence,Both,No,,,,,No,,,,,No,,,,Both,Yes,1993,North Carolina,,Rural,Urban,Slightly better off,Both,Yes,Middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Male,Single (never married),4-year college graudate,Social sciences,2016,2018,27,Moldova ,Family Member,,,,,,,,,
4/21/2020 16:57,4/21/2020 17:19,IP Address,75.136.66.68,100,1326,TRUE,4/21/2020 17:19,R_2VyV1sF1yZ0fMaY,,,,,42.29170227,-71.78579712,anonymous,EN,Yes,moderately happy,moderately happier,5-,2-,,"I've seen a lot serving in the Peace Corps and am grateful for the friends, family, support and opportunities that I have had. I was unhappy for a long time, and Peace Corps service made me find my passion and helped me to set career goals and clarify my values. ",Yes,12,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",0,0,0,0,0,0,12,"Big Sister of Greater Boston, Big Sister for 4 years, 10-12 hr/month",No,,,,8+,I am serving as an AmeriCorps VISTA Leader,Yes,140,Other form of volunteering?,,,,,,,140,AmeriCorps VISTA,1,Yes,Paid,Federal Government,Yes,"Employed, at work",Other (please specficy),National Service,AmeriCorps VISTA,1,AmeriCorps VISTA Leader,Other (please specficy),National Service,Between 6 months and 1 year,0,Strongly agree,Somewhat agree,,Strongly agree,Strongly agree,Strongly agree,Yes (please specify),Guyanese Creolese,Yes (please specify),"Empathy, understanding, patience, cross-cultural communication",Yes (please specify),"not just 1 solution to every problem, sometimes you have to get creative",Yes (please specify),"communication skills, resilience, flexibility and patience with those who have different views/insights",Cross-cultural communication; data collection; project management; project sustainability; community organizing; project cycle; empathy; increased compassion; patience; better positive coping toolbox,Yes,Yes,21,Yes,Yes,41,Yes,Yes,100,No,No,High confidence,After Peace Corps service,No,,,,,No,,,,,No,Issue-oriented group,,N/A or Prefer not to answer,Both,Yes,1984,Massachusetts,Falmouth,Suburban,Urban,Slightly better off,Mother,Yes,Lower middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),Advanced Degree,Social sciences,2015,2017,27,Guyana,Peace Corps table/fair,,To connect to fellow RPCVs and re-discover the sense of community,,,,,,,
